userName,score,at,content
Aditya Dwi,3,2024-09-10 05:11:48,2 tahun lalu sering ke purworejo naik kereta api lokal tiap libur kerja. Tapi sekarang susah nyari tiketnya. Selalu habis. Dulu dadakan pun masih sering dapat kursi 😢😢
I_Mlina -,5,2024-09-10 04:38:41,"Sangat membantu dan memudahkan pengguna. Tdk perlu boardinh cetak, lngsg dr apk bisa. Tdk perlu buru2 antri, hanya pelru ktp"
Tiffa Tifanii,1,2024-09-10 03:26:06,"Mohinntempat duduk ditertibkan lagi. Saya duduk di kursi apa, malah sama penumpangnya suruh duduk di kursi apa. Saya tahu sama² satu kereta. Tapi saya nggk Terima yha, tolong petugasnya."
Muhamad Fauzi,1,2024-09-10 03:17:28,Tolong lah lebih sering di maintenance lagi aplikasi nya... Kalo udh tau banyak ulasan yg buruk bukan nya memperbaiki diri malah anteng² aja. Saya mau mesen tiket ga bisa ² dari semalem. Mending gausah bikin aplikasi daripada begini.
andhika nurfajar,1,2024-09-10 03:04:27,Apaan aplikasinya dikit dikit eror
Paijo Nakal,1,2024-09-10 01:17:52,Severnya lemot .pembelian tiket sabtu minggu
Alfi Kamelia M,1,2024-09-09 17:33:17,"Pesan eror terus,giliran saya sudaha dapat terus pembayaran sudah saya bayar status di apk KAI belum bayar Lalu saya pesan lagi ternyata tiket masuh tersedia banyak dan saya harus bayar lagi ,enatah kemana uang saya yang pertama Pengalaman yang sangat buruk"
bagus rahmat setiawan,1,2024-09-09 15:31:02,Sampah!
Dikadira Daffa,1,2024-09-09 14:57:28,Mau daftar susah bgt.. Gak berhasil trs.. Udah masukin data dll.. Ujung2nya kembali ke awal lagi.. Anehhh
Iva Agustin,1,2024-09-09 13:01:05,"Pemesanan tiket online menyuebalkan skali, sering error.. Salah satu contohnya ni, di aplikasi katanya ada, tpi di proses gk bisa ""no seat available"" tapi muncuul trs. Harusnya ya udah gk usah ditampilkan. Kursi awalnya ada 100an lebih, gk sampek 5 mnit langsung ilang, full katanya. Gk mungkin bngt. Benci skali. 👎👎👎👎👎👎👎👎"
Deden Aji,1,2024-09-09 12:18:52,"Aplikasi gak jelas,,,lagi mendesak mau pesen gagal terus,,perbaiki lah PT KAI jangan begini kalo bikin aplikasi,,,BURUK"
rinani 1453,1,2024-09-09 11:44:01,"Apaan sii susah bgt mau pesen aja kudu daftar member basic, mana daftarnya susah lagi, Email dan phone already exist 😭😭😭 tolong lah jangan ribet ribett"
G_MENZ Oficial,2,2024-09-09 11:04:15,"Bayar pakai link aja sekarang tidak ada, kecewa banget"
Ade Rahmat,5,2024-09-09 07:57:52,"Sangat memudahkan membeli tiket apalagi ada fitur Face Recognition makin keren aja KAI sekarang, top banget lah Jaya terus dan makin berbenah KAI"
afifah rodiah,1,2024-09-09 07:27:50,"Sekarang sudah tidak bisa login, selalu failed data. Pakai beberapa akun pun tidak bisa. Gimana mau menggunakan aplikasinya."
Paidi Tukang,1,2024-09-09 06:37:06,Jangan pernah melakukan pembayaran menggunakan KAI PAY karena sistem bermasalah dan tidak ada solusi WAR tiket dini hari dibatalkan begitu saja dg alasan pembayaran belum terkonfirmasi gara² pakai KAI PAY padahal bukti transaksi sudah ada 👎👎
Zulfikar Free,5,2024-09-09 06:23:30,Nice
dian ayu,1,2024-09-09 05:34:02,"Gajelas bgt sekarang , topup kaipay gamasuk ke apk harus nya gada bintang sih ini Untuk qris yg harusnya mempermudah juga lama bgt loading nya. Sampek 4x pesen tetep qrisnya ga muncul cuma muter aja ."
Agust Sachiko,1,2024-09-09 04:59:30,"Parah, mau pesen makanan di railfood malah di tolak terus, keluar notif sedang tidak dalam perjalana, jelas² sedang di diatas kereta sedang jalan, tiket juga sudah dimasukan ke aplikasi semua, parah emang"
Pandu Winata,1,2024-09-09 04:39:05,Bagus harga tiket kretanya mahal. 200%-300% lebih mahal daripada naik bus. Bagaimana mungkin dengan 1 mesin dan memuat lebih banyak penumpang tetapi harganya lebih mahal dari bus yg muatannya cuman sedikit.
Yusron Nizar,4,2024-09-09 04:34:22,"Kok saya susah menemukan opsi pilih tempat duduk dan gerbong ya dlm aplikasi ini, cuman ada pilihan pembelian Snack di kereta, pemilihan pesanan ojol, asuransi dan pengembalian tiket, mbok bikin opsi pemilihan tempat duduk dan gerbong kereta, kok lebih enak pesan tiket via datang langsung ke stasiunnya bisa pilih gerbong dan tempat duduk dari petugas tiketingnya"
Rhino Octora,1,2024-09-09 02:27:12,"aplikasi sering macet parah buruk.. ngehang gak jelas ganti tuh org yg buat aplikasi, cari org atau pt yg kompeten.. bodoh kug dipelihara"
Shofwan LS,5,2024-09-09 02:04:48,Tujuan aplikasi ini buat apa? Pesan tiket aja susah pakai ini Goodjob kerja yang gak becus developer
Izmi Ombaier,2,2024-09-09 00:20:40,"saya mau reschedule tiket kok gabisa, udh otak atik ttp gabisa, pls lahh KAI"
Rizqy Nafiyan,1,2024-09-08 23:35:50,"Tolong diperbaiki masalahnya, sudah pesen tiket bolak balik masih tetep gabisa, dari kemarin ada kendala ada kendala setiap mau bayar hadeh"
Dela Krisdiani,5,2024-09-08 23:31:10,Good
bbtchlly ackerman,1,2024-09-08 23:18:09,"Error mulu ya waktu pemesanan tiket akhirnya nunggu + dicoba terus sampe lama tapi endingnya tetep ga dapet tiket, kecewa bangett sih padahal temen yang ikut kena error bisa dapet tiketnya. Waktu bisa dapet tiket malah unveiled padahal udah buat pesanan udah milih tempat duduk tinggal bayar. Sampai kapan begini terus? Masa iya ngga ada pembenahan aplikasi??"
Didin Rohidin,5,2024-09-08 22:02:55,Sangat membantu dalan pembelian tiket Perjalanan dan yang lainnya
Bilqis Rojwa Zanufah,1,2024-09-08 19:08:23,"apk gjelas... kenapa sering errorrr?? jam 1 pagi (krn emg war) aku bukaak error, trs tiba2 log out dari apk nya, trs tiba2 tiket abis?? anehh bgttt masa. kalo apk nya blm siap, mending beli offline deh daripada pakek apk ternyata tiba2 kosong. mana sering error lagi apknya."
Fikri Yadi17,1,2024-09-08 18:35:03,"Jelek banget mau pesan tiket ga bisa, ktanya mempermudah tapi kok begini jdi apl ini buat apa , saya udh topup msa tidak bisa di pakai"
Awalludin Aripa,1,2024-09-08 18:22:35,Aplikasi gblok
Zenilia Kartika,1,2024-09-08 18:06:08,"Ini bukan hanya sekali, udh berkali kali eror teruuusss, tinggal klik bayarrr erorrr, sampai pembayaran kadaluarsa,, mending gak usah ada aplikasi KAI, malah bikin sulit pesan tikett❗"
Ting Tong,1,2024-09-08 17:59:46,"KAI tolong diperbaiki lagi sistemnya untuk pembelian tiket kereta lokal. Saya langganan KAI, setiap pembelian tiket Dhoho dari daerah ke kota di tanggal2 weekend selalu error hampir 30 menit. Nanti pada saat bisa, tiketnya sudah habis terjual."
Andika Septya Ramdhan,1,2024-09-08 17:59:41,"tolong ya untuk kai access untuk lebih di perbaiki lagi sistem apk nya, saya sudah sering sekali mengalami kendala saat pemesanan, saya memesan cl penataran tiket lokal ekonomi sering kali saya tidak terbagi tiket, saya sudah war pukul 00.00 jaringan saya bagus lancar kenapa pas saya pesan server berat setelah itu saya refresh, trus saya coba kembali, oke dapet. tetapi pas pembayaran tiba' time out trus saya refresh ulang ternyata eror terus menerus saya refresh trs tb' uda kehabisan, tolong kai"
MR.F kilat,1,2024-09-08 17:55:44,"Saat beli tiket mau bayar susah not server,time out saat mau pesan lagi jadwal tidak keluar, dilihat lagi habis ini apknya kenapa ya kok sering kaya gini..minta tolong diperbaiki lagi dong ..terima kasih"
ora cocok,1,2024-09-08 17:51:55,"Mau beli tiket sudah di tungguin sampe malam,pas udh mau beli malah gak bisa,keluar apk bentar masuk lagi tiket udah habis,mau komplain tapi gak mungkin juga di dengerin,makin lama pelayanan makin buruk."
arifin danung,1,2024-09-08 17:51:18,"Padahal dibelain pesen tiket KA lokal jam 00.01 masih aja gk dapat, giliran udah dapat kursi tinggal pembayaran malah lemot gak mau keluar link pembayarannya, udah bagus pake link aja malah diganti shopepay, haduhhhh Tolong lah untuk KAI access bisa ditingkatkan lagi kualitas pembayarannya,terutama pada ka lokal"
Okky Sukmaningrum,1,2024-09-08 17:47:51,"Kalau mau libur panjang aplikasi gak bisa digunakan, war tiket makin bikin emosi. Tiket gak muncul aplikasi nggak jalan. Aplikasi eror mulu tiap mau libur panjang 👎👎👎👎👎 nge war tiket malah gawe emosi. Tiket keluar h-7 tiap pukul 00.00, dibuka dari jam 00.15 jadwal gak keluar sampe 00.35, sekali keluar jadwal hampir gak kebagian tiket, kalo error itu merata dong. Kesannya kek nggak adil banget."
Ms. Tant,1,2024-09-08 17:47:27,Parah..Kai. 'K' nya keong alias lambaaaaat. Aplikasi abal2 sekelas bumn msak pelayanan kaya gini. Mempermudah no..mempersulit dan bikin darah tinggi absolutely yes.
ᴀᴋʙᴀʀ ʀɪᴛᴏɢᴀ,2,2024-09-08 17:46:52,tolong gerbong dilampung ditambahin
hafizh asad,1,2024-09-08 17:45:03,Aplikasi sering eror sudah bayar sampai berkali kali tiket tidak muncul
Kitihar Tiex,1,2024-09-08 17:40:22,SERVERNYA BENERIN DULU BANGSATT
kenessdesy pratama,1,2024-09-08 17:34:03,Tolonglah diperbaiki Sangat Kecewa dengan aplikasi kau yg sekarang
May Permata,2,2024-09-08 17:33:50,"Sebelum² nya enjoy saja nge war tiket malem² pasti selalu dapat meski kadang tidak dapat tempat duduk, tapi akhir² ini sering banget kendala padahal saya sudah nge war dri jam 00.00 atau jam 00.05 tapi saat saya melakukan pembokingan selalu saja terkendala time out padahal masih mau memasukkan data diri , yang server error , di aplikasi masih tertera tiket tapi waktu pembayaran tidak bisa, se error itu, koneksi saya sudah bagus, tinggal bayar malah keluar sendiri akun nya 😫💔"
Bayu Priambudi,1,2024-09-08 17:32:04,"aplikasi gak jelas, waktu jam padat server eror terus sekaliannya bisa eh habis. Apalah perbaiki lah server aplikasi biar gak down terus. Padahal pembelian tiket udah lewat aplikasi semua tapi aplikasinya aja kek gini modelannya. Mending naik angkutan lain aja kalo gini. Sumpah gedek banget"
Kamsini Bowo,1,2024-09-08 17:29:50,Tolol banget dah
Kecot Romi,1,2024-09-08 17:28:38,Apk nya tambah gak jelas msak cuman logi gak bisa padahal sudah di hapus terus download ulang Sampek 10x tetep aja eror
Yenny Putri,1,2024-09-08 17:28:29,"Aplikasi sering eror untuk pembelian tiket lokal , Udah kita belinya nge war , pake acara eror .. parah banget harusnya bintang 0"
Rica Putri,1,2024-09-08 17:28:06,"Penggunaan aplikasi sering bug. pemesanan tiket lokal minim seminggu sebelumnya, tapi saat pesan di jam 12 malam pas, server eror. setelah di refresh bolak balik malah langsung habis, atau jadwal tidak ditemukan. Pernah saya dapat tiket untuk minggu depannya, malah waktu pembayaran gabisa proses karena lemot dan eror lagi. semoga kedepannya bisa lebih baik, atau diaktifkan kembali saja loket offline. Terimakasih"
Dinar Puspita,1,2024-09-08 17:28:01,"Kenapa aplikasi sering eror, sudah di belain bngun jm 12mlm supaya dapat tiket, tp server eror terus, setelah dapat tiba2 sudah full tidak dapat tempat duduk"
Nazza Nevri,1,2024-09-08 17:27:06,"Aplikasi kebanyakan error, server lu noh bnerin tiap mau pesen server selalu down stelah bisa mlah tiketnya abis"
Shindy Aprillia,1,2024-09-08 17:25:55,apkikasi makin aneh banget sering lemot juga dulu sebelum update enak²aja dipakai lancar terus dan gak sering lemot kek gini udah dibelain jam 12 kurang buka aplikasi tpi tetep aja lemot tetep gak kebagian tiketnya gimana gak mau beralih ke angkutan umum kalau kayak gini dihh gajelas banget sumpahh
Anisa Naila,3,2024-09-08 17:25:35,Selalu lemot saat ingin di gunakan
Vinna Lorenza,2,2024-09-08 17:25:21,"APLIKASI ERORR, pdhl mudik selalu pakai kereta KECEWAA!! kadang juga udah kebeli kepotong tapi tiket gk masuk"
Arif Bonek,1,2024-09-08 17:24:42,Kalau beli aplikasi yg full donk jangan setengah-setengah gini bikin sering trobel gak jelas. Anda ini BUMN lho kok kayak aplikasi perusahaan perorangan saja.
aghfariza Indriyani,1,2024-09-08 17:24:39,"Minta tolong ya, ini tengah malam server nya error dong. Tunjukan kalau pakai aplikasi itu lebih baik. Ini sudah berapa tahun seperti ini."
Sultan Pakubuana 2,1,2024-09-08 17:24:24,"Tolong KAI benerin lah servernya. Masa tiap pesen tiket kalo rame eror mulu. Udah berjuang secepat mungkin, begadang nungguin reset time, pas mau bayar gk bisa. Tiket kaduluarsa, opsi pembayaran gk keluar, time out, jadwal tiket gk muncul. Apalah ini, masa gk liat ulasan negatif yang bejibun itu? Rating apk seburuk itu mau dipertahanin berapa lama? Udah jelas banget padahal masalahnya, tolonglah tangapan positifnya. Berbenah"
Binti Isrofatun Nadhiroh,1,2024-09-08 17:22:18,Keseringan eror mkin mles gini
Putri Allysia,1,2024-09-08 17:22:13,"Aplikasi nyebelin, tiket suruh beli online tapi aplikasi nya gak kuat buat war tiket. Nyebelin down mulu. Sumpah anjir gw emang lebay banget mgetik gini sambil nangis tap8 serius aplikasinya nybelin"
Aqiila Nazh26,1,2024-09-08 17:22:13,"Apa apaan sihh ni apk, padahal udah stand by 00.00, jaringan lancar, belum ada 10 menit udah habis ?!!, waktu mau ke langkah pembayaran mesti error muluuu. Cih.."
Cahya Asri,1,2024-09-08 17:21:54,penyumbang insom hingga stress terbesar adalah KAI.
Hanisah Maulidiyah,1,2024-09-08 17:20:40,Pesanan tiket ribet udah masuk halaman pembayaran malah tidak ada jadwal ditemukan
Femas Aditya,2,2024-09-08 17:20:22,app ngebak kayak tai
farhan prasetya aji,1,2024-09-08 17:19:29,Mending yang lama lebih nyaman dan lancar gak ada kendala ini war tiket susah tau tau habis
Nur lailiyah,4,2024-09-08 17:18:56,Nungguin dari jam 00.00 tapi selalu eror
Ahmad Nurrohman,1,2024-09-08 17:18:45,"Aplikasi semakin buruk, ayolah KAI perbaiki apknya"
Choirun Nuri,1,2024-09-08 17:18:07,"Setiap war tiket jam 12 malam selalu gangguan aplikasi ini, sinyal sudah bagus dan stabil, memang aplikasinya yang bermasalah. Update ulasan sept2024 aplikasi semakin buruk server semakin lemot"
izzalinta tika,1,2024-09-08 17:18:07,Sistemnya sering error aplikasi dobol benerin sistemnya . Sistem gapernah benr
I Gusti Agung Anom,1,2024-09-08 17:17:55,"Njirr lah mau beli tiket kereta aja susah banget apalagi kalau udah tabrakan hari libur mesti server lagi down lah, jadwal kereta tidak ditemukan lah, kan aneh aplikasi ini, gimana mau beli tiket sesuai keinginan kalau aplikasi gak mendukung kek gini 😤😤"
elvira lavenia,1,2024-09-08 17:17:29,"Aplikasi tidak membantu memudahkan ddalam pembelian tiket, yg ada sudah begadang + di suruh melek sampai subuh karena aplikasi error mulu. Gimana bisa maju ini????"
Deni Nichol Prasetiyo,1,2024-09-08 17:17:01,"Aplikasi sampah, server sering ngedown. Aplikasi pemerintah korup"
Ai Ramadhani,1,2024-09-08 17:16:19,"Lemot, udah bangun buat war tiket malah server sibuk mulu👎🏻"
rifqi arif,1,2024-09-08 17:16:03,Beli server yg lebih gede lah lol. Masa tiap war tiket gagal mulu
Anugrah Pradana,1,2024-09-08 17:15:15,aplikasi makin di upgrade makin keliatan klo penuh kontroversial ya cuma aplikasi ini. gedek gw lihat nih apk
Firman Yusufa Ramadhani,1,2024-09-08 17:14:32,"App cacat, selelau gak bisa buat booing kalau pas hari libur, tolong diperbaiki lah, masak Perusahaan Negara bobrok kayak gini"
Eva Epaa,2,2024-09-08 17:13:45,Mengecewakan sekali aplikasi lemottt kecewa polll sama kai kualitas apk nya menurunn bgttt
Olivia Cahyaningtyas,2,2024-09-08 17:13:15,"Tolong dong dicek komenan ratingnya, dibenerin aplikasinya masak sering lemott dan ilang""an. Baru masuk menu data udh time out time out aja melulu. Tolong ya jangan mengecewakan para pelanggan Terimkasih"
Arifa Dwi Yulianti,1,2024-09-08 17:12:55,Jelek lemot bgt gk kayak dulu
Anugrah Pradana,1,2024-09-08 17:10:48,Nih aplikasi semakin update semakin gak jelas sumpah
Kuluk Nero,1,2024-09-08 17:10:10,"error mulu dan setelah fix tiba"" tiketnya habis, tiketnya gak pernah dpt pas lagi war, masa iya KAI jadi makelarnya para Calo, apa guna aplikasi🗿"
Danii Putraaa,1,2024-09-08 17:09:53,"Apk kok sering error, mau buat beli tiket aja susahnya minta ampun"
Ilaham Yeee,1,2024-09-08 17:09:14,Aplikasi gak guna nyari tiker suruh online pas pesan dah 7 hari sebelumnya giliran di tunggu malam2 server lambar eror niat gak sih
Niken Febriyanti,1,2024-09-08 17:08:52,Aplikasi gak berguna.. Tutup ajalah gapenting Disaat gini sudah dibelaain warrr malah erorr.. Sdh dpt kursi tinggal bayar gak bisa.. 2 kali lo kyk gini... Sumpah gak guna bangett
Ayu Putri Riyanti,1,2024-09-08 17:06:01,Aplikasi Sekarang sudah tidak tertolong jeleknya. Tiket sering terlambat dan server down
Toni Aconk,1,2024-09-08 16:38:16,payah klo udh di update mah erorr trus😡 apalagi skrg klo top up saldo KAI pay maen potong aja 3rb lagi ga kira2😡 udh klo blm siap digital lebih baik manual aja pke karcis sprti biasa dulu😡 menyusahkan aja
449 _ Dita Ali Rochman Al Firdaus,1,2024-09-08 15:42:56,keterlambatan kereta dan estimasi datangnya kereta setelah delay tidak tercantum pada aplikasi serta pengumuman. Sangat mengecewakan
Dahlar Ruzaini,1,2024-09-08 14:52:17,Gagal terus mau d upgrade ke akun basic Lebih nyaman yg versi lama....
Leo Wardoyo,1,2024-09-08 14:45:32,"Tiket binjai medan tidak ada, Eror atau apa, gk jelas"
Kirana Dirgantara,1,2024-09-08 11:54:49,ga bisa masuk dicoba berkali kali gak bisa terus!! plis dong kalo banyak keluhan jelek tuh dibenerin jangan malah update malah tambah jelek ini aplikasi penting masa error teruss!! tolongg diperbaiki
Farida Fais,3,2024-09-08 10:51:29,Saya pengguna baru aplikasi ini. Kalo topup KAIPay ada potongannya ya? Saya topup 20rb dipotong 2rb. Ada ada aja segala pake ongkos segala🤣
Nugraha Eka Febrian,5,2024-09-08 10:02:44,Bintang lima dulu
Ansori Lmj,5,2024-09-08 09:28:14,Data reduksi lansia kok tidak otomatis baca data NIK spt sblmnya
Mochammad Shofyan Baharuddin,5,2024-09-08 08:01:58,Semoga baik
Eggfara Dewi Nayla,1,2024-09-08 06:26:26,Mau pesan tiket blom juga berhasil. Pemesanan tiket pilih tgl dll lalu dilanjutkan utk upgrade acces tp setelah smua di isi ga bisa.. verifikasi via pesan lalu klik lalu keluar notifikasi bhw email and no hp already exist terus. Dulu gampang bgt
Kira Pratama,1,2024-09-08 05:35:35,Top up KAI sudah transfer tapi saldonya ga masuk masuk
Indra indrayana,1,2024-09-08 05:28:45,"Aplikasi jadi g jelas , segera perbaiki"
Yoga Pradita,1,2024-09-08 03:07:34,Update bukanya tambah bagus jadi tambah bermasalah susah di pakai.pakai qris gag bisa ovo gag bisa.terus mau beli pake apa.
Cizre Bakir,1,2024-09-08 02:30:30,Mengecewakan katanya suruh upgrade tapi malah bikin emosi ini bagaimana saya jadi GK bisa beli tiket mending versi lama aja gk usah update/ upgrade error terus
Imam Watini354,5,2024-09-08 02:09:19,Bagusaa
Esti mu,3,2024-09-08 02:00:52,Rajin2 donk kondektur n polisi kreta patroli tegur orang2 yg brisk tlpnan video call suaranya sangat briskik n kenceng ganggu orang lain sama2 bayar.atau kasih tulisan wajib memakai handset disaat memainkan gadget.tulisannya tarok ajah dibelakang kursi spy bisa dibaca
Christin Atmoko,1,2024-09-07 23:36:46,Pesen tiket lewat aplikasi gak bisa trs. tiap hari buka aplikasinya msh tetap gak bisa. mengapa sering erro kyk gini ya
IRZAF 94,5,2024-09-07 23:03:21,Membantu untuk pedagang seperti saya
hama tetsu,5,2024-09-07 22:25:15,Aplikasinyanya mudah di akses meskipun banyak yang komen negatif tapi sejauh ini fiine fine aja menurutku
Abdul Ajis,1,2024-09-07 20:56:06,Ngopi dulu min.asal tsu gue da instal ampir 20 kali saking butuh naik kereta .tetep ke awal2 lagi.ampir gue banting ni hp..jangan persulit orang min
terapi gurah syafakallah,1,2024-09-07 17:08:45,Aplikasi mengecewakan
Aditya Satrio,1,2024-09-07 15:51:32,"Lupa password sulit, admin railmin lemot"
ikidhan,1,2024-09-07 15:25:55,Aplikasi don go
Rizki Amaokin,1,2024-09-07 14:13:03,Makin kesini makin gak jelas
khutrotun nadia,1,2024-09-07 13:29:32,Apk apaan dah kok makin bingungin gini sih bagusan yang dulu ringkas gk kebanyakan tombol juga kadang ada ngebugnya.KEMBALIKAN APK KAI yang kek dulu.
Syifa Fuji Rahayu,5,2024-09-07 11:35:04,"Aku gatau kenapa komenan orang-orang pada jelek, tapi app nya easy to use kok, dan gaada masalah selama pake lancar jaya aja"
Ukik Karina,2,2024-09-07 11:27:23,Banyak permasalahan dalam pendaftaran akun ( data yang sudah dipakai tidak bisa digunakan lagi )
Astri Anjarwati,1,2024-09-07 10:17:46,"Disuruh melengkapi data diri tapi susahnya minta ampun g masuk², mau pesan tiket jadi g bisa😌"
Andra TV,1,2024-09-07 09:47:38,"Aplikasi apaan mesen tiket aja ga bisa, disuruh update lah apa lah giliran minta kode verifikasi malah ngga muncul belum lagi aplikasi keluar sendiri lawakk"
Avant Senkliawan,1,2024-09-07 06:39:42,Tambahh gajelassss
anggik wigianto,1,2024-09-07 06:06:33,di update bukanya tambah bagus ini tambah parah mau beli tiket gagal bayar terus ahirnya kehabisan tiket
Lulu Lala,1,2024-09-07 05:28:30,"Mending apus aja ni apk, di pake juga semua nya gak bisa, top up saldo, saldo nya gak masuk, gilak ya, gak bagus ini apk, sama aja kalo gitu ujungnya beli tiket langsung juga"
Dansya 123,1,2024-09-07 04:21:52,Akun saya kok bisa kebanned ya? Terus cara balikan akun kebanned gimana?
Iqbar Alam,1,2024-09-07 03:47:14,Saya tidak bisa mengajukan pembatalan tiket menggunakan e walet terdapat tulisan data belum tersedia
Yana Nuryana,1,2024-09-07 03:43:33,Parah aplikasi topup msuk nya lama banget
gugun gunawan,1,2024-09-07 02:24:00,Sulit sekali daftar basic mau pesen tiket nya jadi terhambat
agus kurniawan,1,2024-09-07 00:37:11,"Error mulu, sebenernya sanggup ga sih urusin apk nya? Bebenah woii bebenah... Mau dibilang korupsi ga? Masa iya tiap abis topup apk nya error ga kebaca di saldo mau beli pulsa jadi ribet sendiri parahnya malah log out sendiri pngn masuk ga bisa...tolol Mending swasta cara kerjanya mantep"
R K,1,2024-09-07 00:29:44,abis di perbarui malah gak bisa di pake sama sekali . layar putih semua . gak nongol
Lathifa Sri wahyuni,1,2024-09-06 23:47:23,Kenapa kode otp nya lama muncul?
Yoyok Arnowo,2,2024-09-06 23:28:26,"Aplikasi mudah di mengerti , tapi anehnya pesan tiket lokal kok dibatasi 1 minggu sebelum keberangkatan.... Saat subuh saya mau pesan aneh nya udah penuh?? Padahal syarat di aplikasi sudah penuh"
Neeasettya Settya,1,2024-09-06 23:18:28,"ribet bangt mau upgrade ,gagal mulu ,kesel jadinya ,mohon diperbaiki dong apl nya jangan bikin ribet,"
Naufal Nur Fahriza,1,2024-09-06 22:39:27,"Udah top up 40.000 lewat M banking mandiri dengan kode e Wallet KASPRO, tapi saldonya di Access by KAI belom berubah masih 0. Kecewa berat"
Achmad Juan,1,2024-09-06 19:58:27,"ternyata yang gak beres aplikasi ACCES BY KAI ya! login sudah benar pasword nya gak masuk-masuk sampek 5x, akhirnya reset pasword lah,login kembali eh PASWORD BENAR,tapi tetep TIDAK BISA MASUK!! haha"
Aprilia Tri Handini,1,2024-09-06 18:27:10,Mau melakukan pembatalan nggak ada opsi nya. Menyusahkan padahal mau ganti jadwal gimana sih
ren_,1,2024-09-06 18:11:54,Ampas
Abdul Rokhim,1,2024-09-06 17:40:20,"semakin kesini semakin kacau ni aplikasi,untuk beli tiket lokal aja sulit masuknya,udah giliran sudah masuk jadwal tidak tersedia,kadang g ada 3 menit sudah habis tiket lokalnya,hadehhhhh parah sudah di coba berulang kali tetep aja gitu,mesti kehabisan tiket untuk kereta api comuter line dhoho parah parah.....percuma di update semakin lemotttttttttttt"
بانذاي satryani,1,2024-09-06 17:36:32,"Apk sangat buruk, saat server anda yang down, kita sudah booking mau bayar tiba-tiba keluar. Untuk melanjutkan pembayaran tidak bisa . Akhirnya kehabisan tiket. Kapan akan di benahi untuk masalah yang seperti ini."
Ariek Dwi Wibowo S.,1,2024-09-06 17:33:39,"Payah mau beli tiket lewat Online aja susahnya minta ampun, sekali di liat bangku masih kosong setelah di isi g bs masuk Time out2 terus, sampe di keluarin lagi masuk lgi bangku sudah habis terjual, MAKSUDNYA APA INI HAAAHHHH, klo g becus buat aplikasi hapus aja sekalian aplikasinya g usah pake aplikasi2 kayak gini, aplikasi dimaksudkan untuk mempermudah akses ini malah mempersulit pengguna kereta, payah"
Alfin Anak baek,1,2024-09-06 17:21:44,Aplikasi buruk sekali
Wisnu Cahyoaji,1,2024-09-06 17:17:51,Aplikasi sampah. Selalu gangguan waktu mau beli tiket. Aplikasi kok kyk hasil karya orang magang padahal skala nasional. Heran banget dari dulu gak ada perubahan. Tetap sampah aplikasi ini
Bagus Arya Saputra,1,2024-09-06 17:16:56,"Aneh, padahal sinyal kenceng tapi selalu timeout. Ketika bisa diakses tiket sudah habis"
Aura Kartika,1,2024-09-06 17:16:28,"Jadwal kereta nda keluar,gimana mau mesennya woii 😭"
Mamta Gusti,1,2024-09-06 17:16:25,Tolong dibenerin ini aplikasi masa sering ngelag gajelas! Tiba2 timeout. Top up saldo kai uangnya gk masuk2. Gajelas sumpah malesin -_-
mubas adrian,1,2024-09-06 17:10:17,"Apk terus lemot, ter error dan terbapuk sepanjang masa"
Bayu Saputro,1,2024-09-06 17:06:43,"Di jam 00:05 semua tiket sudah habis ,sudah mau bayar time out taapi masuk lagi tiket habis Sangat payah BUMN"
Zuhrizal Muhammad,1,2024-09-06 14:43:05,"Saat saya ingin melakukan pelunasan pembayaran tidak ada tombol atau menu untuk mengkonfirmasi pembayaran tiket, alhasil saya harus memesan tiket baru, mengulang proses dari awal"
Neneng Susilawati,1,2024-09-06 14:28:45,Sangat sangat kecewa dengan aplikasi KAI
nazwar Maulana,1,2024-09-06 14:13:12,untuk pihak kai tolong ada in batalin pesanan nya plis
Rifki Marzuki,1,2024-09-06 12:11:19,Skrng ribet nga seperti dulu. Cb klu pemvazaran itu wes nya langsung di kasih. Dulu mah gampang mesen tiket di sini sekarang susah dan ribet
Virni Sagita,1,2024-09-06 10:46:44,Kok nggak bisa dipakai ya? Suruh upgrade jadi member basic sudah diikuti langkahnya tapi kembali lagi ke mode awal. Susah banget...
Rima Silvia,1,2024-09-06 10:23:24,"Masa sisa saldo kai pay ku tiba-tiba ilang sih, pdhl blm d pke lagi"
Yunita Irma,1,2024-09-06 09:57:45,"Semenjak update ngeselin banget nih aplikasi ! Menu payment nya lemot banget,sering error! padahal koneksi inet kenceng. Mana pembelian tiket under 50th cm bisa pake ni apk untuk ka lokal , tolong dong jangan nyusahin"
HuMan GaRing,2,2024-09-06 09:11:21,"Knpa ya top up udah masuk lama bangt, blm masuk masuk udah ampir sejam!"
Franky Dwi Pranata,1,2024-09-06 05:32:51,Setelah Di Updated Kenapa Malah Jadi Gak Bisa Masuk Aplikasi...??? Kok Malah Muncul Katanya Akun Kadaluarsa Padahal Belum Sampai Setengah Tahun Loh Saya Beli Tiket Lewat Aplikasi Ini.
Muhammad fateh Radjasa,5,2024-09-06 05:08:04,Muhammad Fateh Khaakaa
Muhammad Wildhan,1,2024-09-06 04:47:00,Ko ga bisa menerima kode OTP si 😭 Ada apa yah sama aplikasinya
